,Title,Title_Synonym,Title_Japanese,Status,Volumns,Chapters,Publishing,Rank,Score,Scored_by,Popularity,Memebers,Favorites,Synopsis,Publish_period,Genre
782,07-Ghost,07-Ghost,07-GHOST,Finished,17.0,100.0,False,791,7.95,12812,405,30455,1399,"The students of the Barsburg Empire's Military Academy are trained to become capable fighters who will serve as the empire's newest soldiers. Every year, five hundred students take a graduation exam, where only 20 can pass to become honorable ""begleiters,"" a position equivalent to assistant executive officers. Students fight their enemies by using ""zaiphon,"" God-given abilities that take different forms depending on the individual. Teito Klein, the academy chairman's favorite student, is belittled by his peers due to his previous status as a slave. Despite being unable to fully remember his past, Teito's cheerful best friend, Mikage Celestine, stays by his side. After the two undergo the exam, Teito recalls small pieces of a long-forgotten memory, causing him to instinctively attack the chief-of-staff, Ayanami. Subdued for his insubordination, Teito is imprisoned for further questioning. But with the help of Mikage, Teito escapes to the Barsburg Church in the empire's Seventh District. As he struggles to escape the clutches of the Barsburg Empire's military, he unveils the memories that lie within him and learns about a compelling power that roams in the shadows of the empire. [Written by MAL Rewrite] Included one-shot: Volume 17: Seven Ghosts (pilot)","Apr  28, 2005 to Aug  28, 2013","'Action', 'Demons', 'Fantasy', 'Magic', 'Military', 'Josei'"
783,Tengen Toppa Gurren Lagann,unkown,天元突破グレンラガン,Finished,10.0,65.0,False,819,7.94,3893,1203,11506,242,"In their closed-off underground village, Kamina and Simon chafe at the limits imposed by the village elder. Yet all this will change, when Simon stumbles across a fantastic device - just as the village's peace is broken by a violent intrusion.","Apr  27, 2007 to May  27, 2013","'Action', 'Adventure', 'Comedy', 'Mecha', 'Sci-Fi', 'Shounen'"
784,Moe Kare!!,unkown,萌えカレ!!,Finished,7.0,35.0,False,792,7.95,12436,530,23227,898,"Wakamiya Hikaru is a 15-year-old teenager who wants a boyfriend that'll protect her. She likes to read shoujo manga all the time. One day, she gets kissed by a handsome, perverted boy who she called the ""Perverted Prince."" Later on, she finds a guy who looks exactly like him, but the eyes are different. What's going on? (Source: MU)",Jul  2005 to Sep  2006,"'Comedy', 'Drama', 'Romance', 'School', 'Shoujo'"
785,Bartender,Bartender,バーテンダ,Finished,21.0,167.0,False,793,7.95,4873,969,13663,291,A genius bartender known as Ryuu Sasakura helps customers by mixing the perfect cocktail for them.,"Dec  3, 2004 to Nov  4, 2009","'Drama', 'Slice of Life', 'Seinen'"
786,Umineko no Naku Koro ni - Episode 1: Legend of the Golden Witch,Umineko When They Cry Episode 1: Legend of the Golden Witch,うみねこのなく頃に - Episode 1: Legend of the Golden Witch,Finished,4.0,23.0,False,797,7.95,7900,587,20851,471,"Every year, the Ushiromiya family attends a gathering held by the eccentric family head, Kinzou, on the island of Rokkenjima. As his health is failing, most of the family believe he doesn't have much time left. So as a typhoon rages on outside, so too does the storm in their hearts as they squabble amongst themselves over the inheritance and the claim of being Kinzou's rightful heir. Battler, Kinzou's grandson, has returned to Rokkenjima after a six year absence, expecting the gathering to go smoothly. However, his eccentric grandfather has other plans; he enacts a bizarre game, challenging everyone to find his hidden gold. The one who finds it also receives the most coveted reward of all: the leadership of the family. However, their game is beset with violence and murder when the participants are used as ""sacrifices"" to revive the Millennial Witch of Rokkenjima, Beatrice. Ever the skeptic, Battler doesn't believe in the occult. But when so many around him turn up dead, he is forced to question whether it was the work of magic or the machinations of someone among them. [Written by MAL Rewrite]","Dec  22, 2007 to Aug  22, 2009","'Comedy', 'Mystery', 'Drama', 'Horror', 'Supernatural', 'Psychological'"
787,Hakkenden: Touhou Hakken Ibun,unkown,八犬伝―東方八犬異聞―,Publishing,unkown,unkown,True,795,7.95,675,3658,3873,42,"Five years ago, almost every villager of Ootsuka died due to a tragic plague. But mysteriously enough, three survivors: a girl and two boys, emerged. Now living in a church, the three live in isolation, hidden from those who may seek to find them. Shino, one of the survivors, has control over the power of Murasame, the blade of life. But when the imperial church seeks to take the Murasame for themselves, their peaceful life becomes a thing of the past... (Source: Bliss)","Jun  20, 2005 to present","'Action', 'Mystery', 'Drama', 'Fantasy', 'Shoujo', 'Supernatural'"
788,Hetalia Axis Powers,Hetalia Axis Powers,ヘタリア Axis Powers,Publishing,unkown,unkown,True,796,7.95,8567,592,20810,1438,"Think of it like WWII, except every country is a pretty boy instead. A hilariously stereotypical pretty boy. America loves burgers, Russia is into the vodka, and China has pandas and a wok. It is centered mostly around Italy, who has both a North and South character. The Hetaria portion of the name is probably mocking Italy, as Hetare means useless. (Source: MU)","Mar  28, 2008 to present","'Comedy', 'Historical'"
789,Kattobi Itto,unkown,かっとび一斗,Finished,46.0,165.0,False,797,7.95,319,12918,783,23,"Itto and Yara are childhood rivals. Itto is small and quarrelsome while Yara is big and vindictive. Itto has been holding a grudge against Yara for a long time from the scar Yara made him five years ago during a fight… After years of travelling with his father, Itto finally returns to Japan only to reunite with a childhood rival, Yara. A very hilarious combination of circumstances will bring the unpredictable Itto to join Yara's soccer team… The manga follows this wacky duo as they, alongside the rest of the team, 'battle' other HS teams on the road to becoming Japan 's best. The intense footy goodness is only second to the ridiculously hilarious situations that Itto somehow manages to find himself in.",1986 to  1999,"'Comedy', 'Shounen', 'Sports'"
790,Baka to Test to Shoukanjuu,unkown,バカとテストと召喚獣,Finished,18.0,143.0,False,798,7.95,2027,1871,7443,160,"The protagonist is a guy who is among the stupidest of the stupidest in the school. In this school, your grades can, under the supervision of teachers, take a virtual form to do combat! However, if you leave an examination half way, you get zero marks. A bright and cute girl, Mizuki Himeji, was having a high fever during the examination. Despite her potential to be the second highest scorer in the level, she obtained zero marks for having left due to her illness and is thus allocated to the worst class, class F. Grades mean almost everything. For Class A, they have a smart-looking teacher, a plasma TV as big as the entire wall as their blackboard, personal laptops, personal air-cons, refrigerators, adjustable seats and all kinds of different appliances. Within the refrigerator, there are all kinds of drinks and snacks. Their ceiling is made of glass, the wall lets them put up high-class drawings and plants. As for Class F, the worst class...They have Japanese desks and seat paddings. Their blackboard is dirty and there is no chalk even! Someone complains that the leggings of his desk is broken, so the teacher asks ""Didn't we distribute some glue to stick wood together? Glue it back yourself later."" Another complains that wind is blowing in from the broken window. The teacher says ""I got it. I will apply for plastic bags and invisible glue to fix it later."" There are spider webs everywhere, not a patch of the wall is clean. A unique moldy smell spreads across the entire room, it must be from the old tatamis used to tile the floor. This is the status of class F. The protagonist feels displeased at such an arrangement, and seeks help from his friends to try to make a change through summoning war!! And they devise all kinds of plans to try to beat the famous class A, intending to get class A's classroom and equipment if they win!! (Source: Baka-Tsuki)","Jan  29, 2007 to Mar  30, 2015","'Comedy', 'Romance', 'School'"
791,Satougashi no Dangan wa Uchinukenai: A Lollypop or A Bullet,unkown,砂糖菓子の弾丸は撃ちぬけない A Lollypop or A Bullet,Finished,2.0,13.0,False,799,7.95,4377,1163,11851,352,"Nagisa Yamada is a cold and withdrawn middle schooler living in a rural town in the countryside. Her mother works part-time jobs in her late father's stead to support Nagisa and her brother Tomohiko, who is a ""hikikomori""—someone who is also extremely reclusive. Nagisa aspires to be a soldier for the Self Defense Force to finance both her and her family's needs. One fateful day, a transfer student by the name of Mokuzu Umino transfers into her school. She immediately garners the classes' attention for being the daughter of a renowned singer and her cute appearance. Claiming to be a mermaid, she seeks out Nagisa, the only person who seemingly harbors no interest toward her. Mokuzu declares that a storm is coming, and she wants Nagisa to be her precious friend. Otherwise, when the storm comes, Mokuzu will go back to the sea, turn into foam, and disappear. Satougashi no Dangan wa Uchinukenai: A Lollypop or A Bullet follows Nagisa and Mokuzu, as the pair bond over real-life issues in hopes of a better world. [Written by MAL Rewrite]","Jan  9, 2007 to Jan  9, 2008","'Drama', 'School', 'Shounen', 'Psychological'"
792,Tomo-chan wa Onnanoko!,Tomo-chan Is a Girl!,トモちゃんは女の子！,Finished,8.0,56.0,False,780,7.95,38166,88,91138,2629,"Tomo Aizawa and Junichirou ""Jun"" Kubota are the tightest bros you'd ever see. They roughhouse and spar, but through thick and thin, they've got each other's back. Yet, there's just one small problem: Tomo is in love with Jun! Since she was young, tomboyish Tomo has been just another one of the guys; due to his extreme muscle-brained nature, Jun doesn't notice any of her advances—not even when she explicitly confesses. To add insult to injury, for the longest time, he didn't even realize that she was a girl. Tomo-chan wa Onnanoko! follows the comedic hijinks of Tomo and her friends as she tries to catch Jun's eye and escape the infamous brozone. [Written by MAL Rewrite]","Apr  7, 2015 to Jul  14, 2019","'Comedy', 'Romance', 'School'"
793,Niehime to Kemono no Ou,Sacrificial Princess and the King of Beasts,贄姫と獣の王,Finished,15.0,89.0,False,785,7.95,2600,1375,10165,181,"Saliphie is the 99th female human sacrifice to be eaten for the King of the Beast and Demons, but despite that she is not in the least afraid since she has never had a family nor a home to lose, so she takes a positive attitude and no longer worries about being eaten. The King finds her amusing and lets her stay by his side until the time of her death. This leads her to find out the truth about the King of the Beast and Demons, and she ends up as the King's Consort despite being a female human. This leads other beasts and demons to be mad, but the king being powerful enough they shut up. This is how Saliphie turns to be the first human queen of the demons and beasts. (Source: MU)","Aug  5, 2015 to Oct  20, 2020","'Fantasy', 'Romance', 'Shoujo'"
794,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka? Ex,Do you have what THE END? Are you busy? Shall you save xxx? #EX,終末なにしてますか？忙しいですか？救ってもらっていいですか？#EX,Finished,1.0,6.0,False,786,7.95,351,7470,1702,21,"Looking for information on the light novel Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka? Ex (Do you have what THE END? Are you busy? Shall you save xxx? #EX)? Find out more with MyAnimeList, the world's most active online anime and manga community and database.","Feb  1, 2017","'Fantasy', 'Sci-Fi'"
795,Afterschool War Activities,unkown,방과 후 전쟁활동,Finished,5.0,50.0,False,782,7.95,2790,1826,7629,173,"Strange things are appearing from the sky, and the world is slowly dying. In Korea, there aren't enough military men to fight these enemies off, and high-school and college students have no choice but to join the military and help the others survive—at the risk of their own lives.","Nov  17, 2012 to Dec  14, 2013","'Action', 'Drama', 'School', 'Sci-Fi', 'Military', 'Psychological'"
796,Kono Subarashii Sekai ni Shukufuku wo!,KonoSuba: God's Blessing on This Wonderful World!,この素晴らしい世界に祝福を！,Publishing,unkown,unkown,True,801,7.95,4409,762,16802,610,"Kazuma Sato is a video game-loving shut-in-or at least he was, until a humiliating traffic accident brings his young life to an untimely end. But after his death, a beautiful girl claiming to be a goddess invites him to enter another world and gain some respectable perks in the process. But Kazuma's choice is going to have serious consequences for the goddess and the dead man alike... (Source: Yen Press)","Sep  9, 2014 to present","'Adventure', 'Comedy', 'Fantasy', 'Romance', 'Shounen', 'Harem', 'Supernatural'"
797,Gabai: Saga no Gabai Baachan,unkown,がばい -佐賀のがばいばあちゃん-,Finished,11.0,91.0,False,780,7.95,238,10390,1090,17,"Gabai Granny is based on the bestseller Saga no Gabai Baachan, which is penned by comedian Shimada Yoshichi as he recounts his childhood memories of growing up under the care of his grandmother. This is the story of a young boy, after being sent from Hiroshima to Saga (10 years after the second World War, in 1958) by his mom because of a lack of money, journeying to a faraway place, and living in conditions alien to him, definitely makes him miss home. Worse, he is not familiar with his grandmother and her ways too. But with his Gabai Granny, he will slowly discover with his growing pains, just how resourceful Granny is...",2005 to Apr  2010,"'Comedy', 'Historical', 'Slice of Life', 'Seinen'"
798,Nana to Kaoru: Black Label,unkown,ナナとカオル Black Label,Finished,5.0,45.0,False,781,7.95,6052,977,13562,161,"Nana to Kaoru: Black Label series begins 8 months in the future of the parent version, with Nana and Kaoru in the summer of their final year of high school. Nana is a normal teenage girl in her last year of high school getting ready for college admissions tests during her summer vacation, with the exception of one thing: She takes ""breathers"" with her childhood friend, Kaoru. An encounter with Tachibana, a worker she knows at an S&M shop, brings Nana further into the S&M world as she learns what it means to be master and slave. (Source: MangaHelpers)","Jul  2, 2010 to Apr  4, 2014","'Drama', 'Ecchi', 'Romance', 'Seinen'"
799,Black Lagoon,unkown,ブラック・ラグーン,Publishing,unkown,unkown,True,782,7.95,526,5033,2713,157,"Rock (Okajima Rokuro) was just a normal Japanese businessman, but through a series of unlikely events, he found himself part of the ""Lagoon Company,"" a group of transporters who do a little pirating on the side. Together with Dutch, Revy, and Benny, he sails the seas of Asia aboard the modified torpedo boat ""Black Lagoon."" Their base, the lawless city of Roanapur, is just barely balanced on the brink of outright war, controlled and occupied by criminal organizations from across the globe. Standing above the rest are Balalaika of Russia and Chang of Hong Kong. Our story finds Roanapur just a little while before Rock, with Revy in tow, is due to head back to his old home of Japan. It is a tale about soldiers who once fought united under a cause in a land of sandy winds, the strictly personal reunion of a captain and her one-time subordinate... (Source: Anonymous Spore)","Jul  19, 2008 to present","'Action', 'Adventure', 'Comedy', 'Drama', 'Seinen'"
800,White Blood,Unholy Blood,화이트 블러드,Publishing,unkown,unkown,True,787,7.95,1912,2598,5534,152,"Ten years ago, the world changed after the appearance of vampires—beings of immeasurable strength and endless bloodlust. With no way to distinguish them apart from humans, these entities recklessly slaughter people to fulfill their selfish desires. Orphan Park Hayan has always wanted a normal life: to keep her siblings safe from any potential danger and be able to find friends as a college student. But with the rise in vampire attacks, she fears that her life may crumble as traumatic memories return to haunt her. After a tragic accident makes her a target for the ""Angels of Death,"" an underground organization ruled by the most powerful vampires, Hayan decides to confront her past and partners up with Euntae Hwang, a member of the police force who is more than meets the eye. Her plan to eradicate every vampire begins here. [Written by MAL Rewrite]","Jan  15, 2020 to present","'Action', 'Romance', 'Vampire', 'Supernatural'"
801,Goblin Slayer Gaiden: Year One,Goblin Slayer Side Story: Year One,ゴブリンスレイヤー外伝：イヤーワン,Publishing,unkown,unkown,True,822,7.94,7337,636,19494,192,Prequel series revealing Goblin Slayer's past and the events which led him to become an adventurer with the one and only purpose of annihilating all goblins from the world.,"Sep  15, 2017 to present","'Action', 'Drama', 'Fantasy', 'Seinen'"
802,Hypnosis Mic: Division Rap Battle - side F.P & M,unkown,ヒプノシスマイク -Division Rap Battle- side F.P & M,Finished,3.0,15.0,False,807,7.94,302,10128,1130,56,"H-Era, Year 3: Following the disbandment of The Dirty Dawg, former member Dr. Jakurai Jinguji receives an invitation from the Party of Words to participate in the first iteration of the Division Rap Battles—a new initiative that puts the best of each division against each other in a head-to-head battle for territory, pride, and a large monetary prize. The new rap contest is an opportunity for Jakurai to exact revenge on Ramuda Amemura, another former member of The Dirty Dawg who now hates him. With salaryman Doppo Kannozaka and Shinjuku’s number one host, Hifumi Izanami, Jakurai forms his own rap group, Matenrou, to compete in the Division Rap Battle. Elsewhere, Ramuda is forming his own crew to participate in the same competition. Teaming up with gambler Dice Arugisawa and author Gentarou Yumeno, the trio form Fling Posse to represent Shibuya. As the two teams face off in the tournament, Ramuda and Jakurai find themselves entangled in a complicated situation with the new powerful government of Japan. Having taken a special interest in Jakurai, the Party of Words will do anything it takes to ensure his cooperation. It will take more than just superior rap skills to uncover the truth behind what happened to The Dirty Dawg and the government’s true intentions. [Written by MAL Rewrite]","Dec  28, 2018 to Feb  28, 2020","'Action', 'Music', 'Josei'"
803,Kubo-san wa Mob wo Yurusanai,unkown,久保さんは僕〈モブ〉を許さない,Publishing,unkown,unkown,True,824,7.94,9227,447,26932,797,"High school student Junta Shiraishi has a simple goal—to live a fulfilling youth. However, achieving this goal appears to be harder than expected, as everyone in his surroundings often fails to notice him due to his lack of presence. In fact, Shiraishi's lack of presence is so severe that people think his seat in class is always empty, and mistakenly assume that he often skips school. There is even a weird rumor spreading around in class, claiming that those who successfully spot Shiraishi will be blessed with good fortune for the day. So far, the only person who notices his existence is Nagisa Kubo, the girl seated next to him. Unfortunately for him though, Kubo likes to tease him on a daily basis and often puts him into unprecedented and nerve-wracking situations. However, as Kubo's playful antics continue to involve the reluctant Shiraishi, he may soon discover that his youth might not be as boring as he initially thought. [Written by MAL Rewrite]","Oct  24, 2019 to present","'Comedy', 'Romance', 'School', 'Seinen'"
804,Moon You,unkown,문유,Finished,4.0,68.0,False,809,7.94,268,15309,583,19,"Earth launched an initiative to protect themselves from an incoming asteroid by constructing a moon base. From there, the objective was to use missiles to obliterate the asteroid. However, the plan fell through and the asteroid crashed into the planet. But during these events, a certain individual was left on the moon, while everyone else returned to Earth. His name is Moon Yoo, the last man alive.","Jun  16, 2016 to Sep  28, 2017","'Comedy', 'Drama', 'Sci-Fi', 'Space'"
805,Taste of Illness,Taste of Illness,병의 맛,Finished,3.0,15.0,False,779,7.95,376,10422,1085,25,"Not having any friends is bad enough, but being swallowed by mysterious black sludge in the middle of class? The worst. Yijun is no stranger to solitude, until a school project plants the seed for a delicate bond with another loner, Suni. But friendship is a frustrating puzzle for those who are used to being alone, especially when one of them claims to control a black goo that only turns hostile when the host is gripped by anxiety. Will Yijun and Suni be able to open up and make something of their budding friendship? (Source: LINE Webtoon)","Aug  4, 2018 to Jan  26, 2019","'Drama', 'School', 'Psychological'"
806,Boku ga Otto ni Deau made,Until I Meet My Husband,僕が夫に出会うまで,Finished,unkown,unkown,False,810,7.94,345,12871,787,8,"On October 10, 2016, Ryousuke Nanasaki married the love of his life, Ryousuke. But the time leading up to this day was anything but easy. Feelings of self-hatred, heart-wrenching breakups, and coming out to his family—it was all an uphill battle. Based on the autobiographical web essay of the same title, Boku ga Otto ni Deau made follows Nanasaki's life and his journey to discover a happy ending together with his husband. [Written by MAL Rewrite]","Apr  29, 2020 to Dec  9, 2020","'Drama', 'Shounen Ai'"
807,Koushaku Reijou no Tashinami,unkown,公爵令嬢の嗜み,Finished,8.0,45.0,False,805,7.94,560,5976,2226,40,"Condemned by her fiancé, second prince Edward Tone Tasmeria, and his lover Yuri Neuer, Iris Lana Armelia recalls visions of her past life in the midst of her downfall: that of an ordinary office lady at a tax agency. Her current life, coincidentally, greatly resembled an otome game she once played. But this knowledge comes too late to be of any help, and Iris is forced home in shame, expelled from school and her engagement ruined. Though she is put under house arrest, Iris is able to convince her father to make her acting lord of their fiefdom. Now, utilizing knowledge and skills from her memories of modern-day Japan, she sets out to bring prosperity to her people. However, Iris comes to realize that, while similar, this world is also distinctly different from the game. The factions of the first prince and the second prince compete for power, and the Armelia Fiefdom, an economic hub under the leadership of Iris, must take a side as well. [Written by MAL Rewrite]","Nov  10, 2015 to Dec  10, 2018",'Fantasy'
808,Kitchen no Ohimesama,Kitchen Princess,キッチンのお姫さま,Finished,10.0,53.0,False,816,7.94,11085,596,20689,881,"Najika Kazami is a girl who is passionate about food, whether it comes to eating or cooking. She treasures the place she calls home, an orphanage in Hokkaido called Lavender House, as well as its owner, Hagio. But as much as Hagio and the fellow orphans love her, Najika decides to leave the orphanage to attend a special academy in Tokyo, hoping to achieve her dreams of being a pastry chef. However, Najika has another reason for leaving for the academy. She hopes to find the boy she calls the ""Flan Prince""—a boy who touched her heart with a cup of flan seven years ago. Now 13 years old, Najika finds that the spoon that he left behind with the flan shares its emblem with the school she has been accepted to—the prestigious Seika Academy. With high hopes, Najika enters her school's beautiful campus and becomes a first-year student in Seika's junior high division. While unpopular with her fellow classmates due to her love of eating, she seems to find support from two boys who recognize her culinary talents—the popular brothers Daichi and Sora Kitazawa. Will Najika be able to find her place in the academy with her cooking, and perhaps also reunite with her Flan Prince? [Written by MAL Rewrite]","Aug  3, 2004 to Sep  3, 2008","'Drama', 'Romance', 'School', 'Shoujo'"
809,V.B. Rose,V.B. Rose,Ｖ・Ｂ・ローズ (ベルベット・ブルー・ローズ),Finished,14.0,83.0,False,840,7.93,2251,2557,5614,138,"Ageha Shiroi suffers from a massive sister complex. When she discovers that her sister Hibari is pregnant and getting married in less than a month, she refuses to accept it. After a chance encounter with two beautiful men, Ageha accompanies Hibari to the bridal boutique Velvet Blue Rose (V.B. Rose), where she discovers those very same men are responsible for running the store! Together, Yukari Arisaka and Mitsuya Kuromine design and create wedding dresses, with the aim to make their customers as satisfied as possible. Yet Ageha is still unhappy about her sister's impending marriage, and her bad attitude causes Yukari to kick her out of the store. The next day, Ageha goes back to apologize, but after she loses her temper again, Mitsuya's hand gets injured as a result. Possessing a gift for making fashionable accessories, Ageha volunteers to help finish Hibari's wedding dress in place of Mitsuya. Before she knows it, she is thrown into the world of wedding dresses, reigniting dreams that she has had all her life. [Written by MAL Rewrite]",Aug  2004 to May  2009,"'Romance', 'Shoujo'"
810,Sono Yubi dake ga Shitteiru,Only the Ring Finger Knows,その指だけが知っている,Finished,1.0,4.0,False,812,7.94,3672,2167,6600,127,"At Wataru Fujii's high school, it's all the rage to wear paired rings with the girl you love. Wataru wears one though he is single, and one day inadvertently discovers that his ring pairs up with that of tall, handsome, and smart Yuichi Kazuki, the senior classman idolized by the entire school. Though Kazuki has a reputation for being kind to all, when dealing with Wataru, he is strangely harsh. Their paired rings somehow draw them together and the two alternately clash and attract, as they must sort out their budding feelings for each other.",Nov  2002,"'Drama', 'Romance', 'School', 'Shounen Ai'"
811,Higurashi no Naku Koro ni: Himatsubushi-hen,Higurashi WHEN THEY CRY: Time Killing Arc,ひぐらしのなく頃に 暇潰し編,Finished,2.0,9.0,False,805,7.94,5217,1254,11144,94,"Detective Mamoru Akasaka is used to catching criminals and solving fast-paced cases in Tokyo, but he has never imagined that his job would send him to the quiet village of Hinamizawa. Disguised as a tourist, Akasaka decides to take in the sights, all while gathering information for his true mission: to find a kidnapped child. The dam construction project in Hinamizawa threatens to decimate the village, and a group of villagers has kidnapped the grandson of the Minister of Construction, holding him ransom in exchange for the project's cancellation. Akasaka must find the boy before things get too out of hand, all while trying to keep his cover. Taking place a few years before the main storyline of Higurashi, Himatsubushi-hen follows Akasaka as he navigates a village where enemies abound. However, he finds a friend in a young girl named Rika Furude, who knows far more than she should about their present situation, and about what might happen next... [Written by MAL Rewrite]","Sep  22, 2006 to Jan  22, 2007","'Mystery', 'Drama', 'Horror', 'Psychological'"
812,Mademoiselle Butterfly,unkown,マドモワゼルバタフライ,Finished,2.0,10.0,False,815,7.94,4017,1734,8078,75,"Our heroine is a girl who lives as a geisha in Japan. She has a male childhood friend who's always been kind to her and is her favorite. He's a painter, only he paints on human body parts, and she loves it when he paints beautiful butterflies on her arms. She goes to visit him one day and finds a naked woman lying in his room. Immediately after, she gets a customer who's rich and very interested in her. The thought of being away from her friend pains her, but is everything really too late? (Source: Aerandria)","Dec  8, 2001 to Aug  10, 2006","'Drama', 'Historical', 'Romance', 'Shoujo'"
813,Kouya no Tenshidomo,unkown,荒野の天使ども,Finished,3.0,16.0,False,816,7.94,970,5939,2243,37,"This is a cowboy shoujo manga set in the Wild West. Miriam is an orphan. Her father was a drunken gambler; she only had a dress and they moved from place to place, until one day her father died and Grace took her in. The series follows Miriam's life, growing up, and falling in love with her life-long friend, the skillful sharpshooter Douglas.","Mar  24, 1983 to Jun  24, 1984","'Comedy', 'Romance', 'Shoujo'"
814,Kimi no Iru Machi,A Town Where You Live,君のいる町,Finished,27.0,270.0,False,822,7.94,31084,157,64139,4097,"Haruto Kirishima has been living a quiet life in his countryside town in Hiroshima until Yuzuki Eba—a mysterious city girl— suddenly starts living with him at his house. A bright and whimsical personality, Yuzuki has left her life in Tokyo for the tranquil town she warmly remembers from her childhood, and barges into Haruto's life. Finding himself in an awkward situation, Haruto must now tolerate spending his high school days alongside this clumsy, freeloading klutz. However, as their relationship deepens, his heart slowly wavers between Yuzuki and his not-so-secret infatuation—his classmate, Nanami Kanzaki. Life in the countryside may be slow and simple, but the troubles that await Haruto are as complex as a city skyline. Relying on the irrefutable unpredictability of time, Kimi no Iru Machi illustrates how a single day can unexpectedly bring strangers together while another can abruptly break them apart. [Written by MAL Rewrite] Included one-shot: Volume 6: Yuna","May  28, 2008 to Feb  12, 2014","'Drama', 'Ecchi', 'Romance', 'School', 'Shounen'"
815,Moribito Series,unkown,守り人シリーズ,Finished,10.0,unkown,False,818,7.94,344,5756,2317,32,"At a time when the balance of nature still held the civilizations of mankind in thrall, young prince Chagum has been accused of being possessed by an evil spirit: the water demon, which once perished at the hands of the emperor 100 years ago. This could possibly mean great misfortune. Not only for the Imperial family, but for the entire world as well. Court advisors only see one solution. Chagum must be put to death by his own father's hand. His salvation is in the form of Balsa, a spear woman and mercenary from Kanbal, the kingdom across the mountains. Her skills are legendary, and although reluctant, she is held by a mysterious vow to save eight souls before she dies. Can she fend off an entire empire and make Chagum her eighth soul? (Source: RightStuf)",Jul  1996 to Feb  2007,"'Demons', 'Fantasy', 'Historical', 'Magic', 'Supernatural'"
816,Ao no Exorcist,Blue Exorcist,青の祓魔師〈エクソシスト〉,Publishing,unkown,unkown,True,820,7.94,52222,47,132522,6661,"After a fight with his foster father Shirou Fujimoto, Rin Okumura's life is transformed overnight when Rin is revealed to be the son of the demon lord Satan, king of the demonic realm of Gehenna. Soon after, his foster father becomes possessed and dies at the hands of Satan, leaving Rin and his twin brother Yukio alone in the world. Seeking revenge for Fujimoto's death, Rin attends True Cross Academy with Yukio in order to become an exorcist and join the Knights of the True Cross. Rin's new path, however, is filled with many difficulties. While new classes and dealing with his peers are already troublesome enough, he is also forced to conceal his newfound demonic powers and parentage. In addition, plenty of evildoers want to use him for their own ends. One misstep could lead to disaster, as not everyone at True Cross Academy is exactly who they seem to be... [Written by MAL Rewrite]","Apr  4, 2009 to present","'Action', 'Adventure', 'Demons', 'Drama', 'Fantasy', 'School', 'Shounen', 'Supernatural'"
817,Trace,unkown,트레이스,Finished,unkown,177.0,False,821,7.94,3386,1365,10221,157,"The story set in the contemporary South Korea. Some 30 years ago, unidentified creatures appeared out of nowhere and have attacked people. They have caused massive destruction wherever they go. The monsters are called ""Trouble,"" and get the world have fallen into chaos. Along with the first appearance of the ""Troubles,"" some number of humans were born with or acquired supernatural abilities. These mutants called ""Trace"" are the only ones who can fight off the ""Trouble."" The ""Trace"" are also considered freaks and generally shunned by the community because some of them misused the powers for their own interest. The plot revolves around two main characters. Sah Gang-kwon, a high school student born as a ""Trace"" who attempts to hide his ability. The other is Kim Yun-Seong, who acquired his ""Trace"" abilities during his early 30s. Soon after the acquisition, his wife and daughter were taken away from him for experimental purposes. (Source: Wikipedia)","Apr  3, 2007 to Feb  13, 2009","'Action', 'Drama', 'Fantasy', 'Romance', 'Sci-Fi', 'Supernatural'"
818,Angel Beats!: Heaven's Door,Angel Beats!: Heaven's Door,Angel Beats! －Heaven's Door－,Finished,11.0,77.0,False,804,7.94,5550,728,17408,607,"In a world after death, angels fight for their fate and their future. Yuri, the leader of the Shinda Sekai Sensen, rebels against the god who destined her to have an unreasonable life. On the other hand, Tenshi, the chairperson of the student council for the world after death, battles against the SSS members. SSS members utilize armed weaponry to battle it out against the angels harnessing supernatural powers.","Mar  30, 2010 to Oct  28, 2016","'Action', 'Comedy', 'Drama', 'School', 'Supernatural'"
819,Ouran Koukou Host Club,unkown,桜蘭高校ホスト部,Finished,2.0,6.0,False,805,7.94,542,5214,2596,62,"Host Club is a club of handsome boys at Ouran High School who entertain the girls glamorously. All of a sudden, the coolest person in club, Kyouya, turns 180 degrees and Tamaki is jealous of seeing Haruhi correspond with director of Ouran Academy. In the middle of the disturbance, suddenly all club members fell into underground world.","Apr  5, 2008 to Sep  5, 2009","'Comedy', 'Romance', 'School', 'Harem'"
